% Model:              Beam.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jun 14 2025, 10:50
% Dimension:          2
% Nodes:              1000
% Expressions:        5
% Description: Displacement magnitude, Rotation field, Z component, Bending moment, local z direction, Shear force, local y direction, Normal strain at the first calculation point
% Length unit:        m
% X                       Y                        beam.disp (m)            thz (rad)                beam.Mzl (N*m)           beam.Tyl (N)             beam.e_1 (1)
0.6865                    0                        0.0011798762041017024    -0.002174439012390908    -66.91424728276036       -55.20227736921513       -3.2118838695724964E-4
0.6875                    0                        0.001177695343088045     -0.002187281248450579    -66.85904500542257       -55.20227736921513       -3.209234160260283E-4
0.6885                    0                        0.0011755016451377468    -0.0022001128856730056   -66.80384272803043       -55.20227736921513       -3.20658445094546E-4
0.6895                    0                        0.0011732951208496447    -0.0022129339240581445   -66.74864045063772       -55.20227736921513       -3.20393474163061E-4
0.6905                    0                        0.0011710757808625764    -0.0022257441236060668   -66.68843817341619       -65.20227733138505       -3.201045032323977E-4
0.6915                    0                        0.0011688436367353783    -0.002238542044316734    -66.62323589606488       -65.20227733138505       -3.197915323011114E-4
0.6925                    0                        0.0011665987009468885    -0.002251327446190182    -66.5580336187138        -65.20227733138505       -3.194785613698261E-4
0.6935                    0                        0.0011643409860159438    -0.0022641003292263083   -66.49283134139966       -65.20227733138505       -3.191655904387183E-4
0.6945                    0                        0.0011620705044613816    -0.0022768606934252503   -66.42762906405736       -65.20227733138505       -3.188526195074752E-4
0.6955                    0                        0.001159787268802039     -0.002289608538786925    -66.36242678671486       -65.20227733138505       -3.1853964857623125E-4
0.6965                    0                        0.0011574912915567536    -0.0023023438653113335   -66.29722450938291       -65.20227733138505       -3.1822667764503797E-4
0.6975                    0                        0.0011551825852443621    -0.0023150666729985295   -66.23202223203103       -65.20227733138505       -3.179137067137489E-4
0.6985                    0                        0.0011528611623837022    -0.0023277769618484457   -66.16681995468059       -65.20227733138505       -3.1760073578246677E-4
0.6995                    0                        0.001150527035493611     -0.0023404747318611354   -66.10161767736658       -65.20227733138505       -3.1728776485135947E-4
0.7005                    0                        0.0011481802171329257    -0.0023531597430365547   -66.03141539998435       -75.2022773640171        -3.1695079391992484E-4
0.7015                    0                        0.0011458207207804836    -0.0023658305553747234   -65.95621312263715       -75.2022773640171        -3.165898229886583E-4
0.7025                    0                        0.001143448560835122     -0.0023784869288756456   -65.88101084529038       -75.2022773640171        -3.1622885205739377E-4
0.7035                    0                        0.0011410637517356781    -0.0023911288635393145   -65.80580856794342       -75.2022773640171        -3.158678811261283E-4
0.7045                    0                        0.001138666307920989     -0.0024037563593657437   -65.73060629056822       -75.2022773640171        -3.155069101947274E-4
0.7055                    0                        0.0011362562438298922    -0.0024163694163549052   -65.65540401321596       -75.2022773640171        -3.151459392634365E-4
0.7065                    0                        0.0011338335739012253    -0.0024289680345068      -65.58020173584649       -75.2022773640171        -3.1478496833206305E-4
0.7075                    0                        0.0011313983125738247    -0.0024415522138214545   -65.5049994585175        -75.2022773640171        -3.144239974008839E-4
0.7085                    0                        0.001128950474286528     -0.00245412195429887     -65.42979718113415       -75.2022773640171        -3.140630264694439E-4
0.7095                    0                        0.0011264900734781723    -0.0024666772559390248   -65.35459490378666       -75.2022773640171        -3.137020555381759E-4
0.7105                    0                        0.0011240171246275957    -0.0024792178787419344   -65.27439262651812       -85.20227735786537       -3.133170846072869E-4
0.7115                    0                        0.0011215316431336343    -0.0024917423827075956   -65.18919034917532       -85.20227735786537       -3.1290811367604143E-4
0.7125                    0                        0.0011190336453151262    -0.002504250527836019    -65.10398807179594       -85.20227735786537       -3.124991427446204E-4
0.7135                    0                        0.0011165231475309082    -0.002516742314127177    -65.01878579441646       -85.20227735786537       -3.12090171813199E-4
0.7145                    0                        0.0011140001661398176    -0.00252921774158107     -64.93358351707346       -85.20227735786537       -3.116812008819525E-4
0.7155                    0                        0.0011114647175006918    -0.002541676810197697    -64.84838123970694       -85.20227735786537       -3.1127222995059326E-4
0.7165                    0                        0.001108916817972368     -0.002554119519977142    -64.76317896235142       -85.20227735786537       -3.108632590192867E-4
0.7175                    0                        0.0011063564839136832    -0.0025665458709192663   -64.6779766849716        -85.20227735786537       -3.104542880878636E-4
0.7185                    0                        0.001103783731683475     -0.0025789558630241673   -64.59277440762936       -85.20227735786537       -3.100453171566209E-4
0.7195                    0                        0.0011011985776405806    -0.0025913494962917882   -64.50757213028656       -85.20227735786537       -3.096363462253754E-4
0.7205                    0                        0.0010986010381838372    -0.002603726530722183    -64.41736985295996       -95.20227735778285       -3.092033752942078E-4
0.7215                    0                        0.0010959911306320821    -0.0026160855263153296   -64.3221675756204        -95.20227735778285       -3.087464043629779E-4
0.7225                    0                        0.0010933688732241524    -0.00262842624307122     -64.22696529824427       -95.20227735778285       -3.082894334315724E-4
0.7235                    0                        0.0010907342842388854    -0.0026407486809898574   -64.1317630209234        -95.20227735778285       -3.0783246250043223E-4
0.7245                    0                        0.0010880873819551183    -0.0026530528400712417   -64.0365607435511        -95.20227735778285       -3.073754915690452E-4
0.7255                    0                        0.0010854281846516885    -0.0026653387203154004   -63.94135846619708       -95.20227735778285       -3.069185206377459E-4
0.7265                    0                        0.0010827567106074332    -0.0026776063217222794   -63.84615618883091       -95.20227735778285       -3.064615497063883E-4
0.7275                    0                        0.0010800729781011895    -0.0026898556442919042   -63.750953911509555      -95.20227735778285       -3.060045787752458E-4
0.7285                    0                        0.0010773770054117952    -0.0027020866880242767   -63.65575163413327       -95.20227735778285       -3.0554760784383964E-4
0.7295                    0                        0.001074668810818087     -0.0027142994529194132   -63.56054935679457       -95.20227735778285       -3.0509063691261384E-4
0.7305                    0                        0.0010719484126389023    -0.0027264936989772814   -63.46034707940212       -105.20227736628605      -3.046096659811301E-4
0.7315                    0                        0.0010692158301130782    -0.0027386679861979026   -63.35514480204729       -105.20227736628605      -3.041046950498269E-4
0.7325                    0                        0.0010664710833994523    -0.0027508220745812743   -63.2499425246741        -105.20227736628605      -3.035997241184356E-4
0.7335                    0                        0.0010637141926968612    -0.0027629559641273727   -63.14474024730098       -105.20227736628605      -3.0309475318704464E-4
0.7345                    0                        0.001060945178204143     -0.002775069654836238    -63.03953796994578       -105.20227736628605      -3.025897822557397E-4
0.7355                    0                        0.0010581640601201347    -0.002787163146707816    -62.93433569258083       -105.20227736628605      -3.020848113243879E-4
0.7365                    0                        0.0010553708586436732    -0.002799236439742162    -62.8291334152179        -105.20227736628605      -3.015798403930459E-4
0.7375                    0                        0.001052565593973596     -0.0028112895339392754   -62.72393113784399       -105.20227736628605      -3.010748694616511E-4
0.7385                    0                        0.0010497482863087405    -0.002823322429299102    -62.61872886048974       -105.20227736628605      -3.005698985303507E-4
0.7395                    0                        0.0010469189558479435    -0.0028353351258217025   -62.513526583134905      -105.20227736628605      -3.000649275990475E-4
0.7405                    0                        0.0010440776228300428    -0.00284732738350704     -62.40332430579716       -115.20227736191067      -2.995359566678263E-4
0.7415                    0                        0.001041224308413875     -0.002859297762355134    -62.28812202845337       -115.20227736191067      -2.989829857365761E-4
0.7425                    0                        0.0010383590346782782    -0.002871246022365951    -62.17291975107287       -115.20227736191067      -2.984300148051497E-4
0.7435                    0                        0.001035481823742089     -0.002883172163539562    -62.0577174736924        -115.20227736191067      -2.9787704387372344E-4
0.7445                    0                        0.0010325926977241449    -0.0028950761858758407   -61.94251519633918       -115.20227736191067      -2.97324072942428E-4
0.7455                    0                        0.001029691678743283     -0.0029069580893749266   -61.82731291896692       -115.20227736191067      -2.9677110201104114E-4
0.7465                    0                        0.001026778788918341     -0.0029188178740367646   -61.7121106416055        -115.20227736191067      -2.9621813107970634E-4
0.7475                    0                        0.0010238540503681552    -0.0029306555398613114   -61.596908364243205      -115.20227736191067      -2.956651601483673E-4
0.7485                    0                        0.001020917485211564     -0.002942471086848625    -61.4817060869           -115.20227736191067      -2.9511218921711993E-4
0.7495                    0                        0.0010179691155674038    -0.002954264514998668    -61.36650380948277       -115.20227736191067      -2.945592182855173E-4
0.7505                    0                        0.0010150089635945127    -0.0029660355843114774   -61.24630153224802       -125.2022773923223       -2.9398224735479044E-4
0.7515                    0                        0.0010120370523717269    -0.0029777828547870562   -61.12109925493754       -125.2022773923223       -2.933812764237001E-4
0.7525                    0                        0.001009053405897884     -0.002989506086425355    -60.99589697749782       -125.2022773923223       -2.927803054919895E-4
0.7535                    0                        0.0010060580482118221    -0.003001205279226415    -60.870694700113546      -125.2022773923223       -2.9217933456054495E-4
0.7545                    0                        0.0010030510033523772    -0.0030128804331902084   -60.74549242272407       -125.2022773923223       -2.9157836362907544E-4
0.7555                    0                        0.0010000322953583874    -0.003024531548316735    -60.620290145334515      -125.2022773923223       -2.909773926976056E-4
0.7565                    0                        9.970019482686897E-4     -0.0030361586246059956   -60.49508786792313       -125.2022773923223       -2.9037642176603097E-4
0.7575                    0                        9.93959986122121E-4      -0.0030477616620580308   -60.36988559053835       -125.2022773923223       -2.89775450834584E-4
0.7585                    0                        9.909064329575192E-4     -0.003059340660672773    -60.244683313173226      -125.2022773923223       -2.891744799032314E-4
0.7595                    0                        9.87841312813721E-4      -0.003070895620450278    -60.11948103575028       -125.2022773923223       -2.885735089716013E-4
0.7605                    0                        9.847646497695643E-4     -0.0030824263013905437   -59.98927875859481       -135.20227737329196      -2.87948538041255E-4
0.7615                    0                        9.81676468823886E-4      -0.003093931263493571    -59.85407648123263       -135.20227737329196      -2.8729956710991656E-4
0.7625                    0                        9.78576795895523E-4      -0.0031054102667593215   -59.718874203852536      -135.20227737329196      -2.866505961784921E-4
0.7635                    0                        9.754656569433129E-4     -0.0031168633111878646   -59.58367192647244       -135.20227737329196      -2.8600162524706764E-4
0.7645                    0                        9.723430779260931E-4     -0.0031282903967791167   -59.44846964909162       -135.20227737329196      -2.853526543156397E-4
0.7655                    0                        9.692090848027005E-4     -0.0031396915235330915   -59.313267371715426      -135.20227737329196      -2.84703683384234E-4
0.7665                    0                        9.660637035319727E-4     -0.0031510666914498454   -59.178065094350075      -135.20227737329196      -2.840547124528803E-4
0.7675                    0                        9.629069600727466E-4     -0.0031624159005293074   -59.042862816950894      -135.20227737329196      -2.8340574152136425E-4
0.7685                    0                        9.597388803838598E-4     -0.003173739150771549    -58.907660539552296      -135.20227737329196      -2.8275677058985094E-4
0.7695                    0                        9.565594904241493E-4     -0.003185036442176513    -58.772458262189545      -135.20227737329196      -2.8210779965850974E-4
0.7705                    0                        9.533688161924524E-4     -0.0031963075347442335   -58.632255984888985      -145.2022773470082       -2.814348287274671E-4
0.7715                    0                        9.501668846076066E-4     -0.0032075509884747088   -58.487053707569665      -145.2022773470082       -2.807378577963343E-4
0.7725                    0                        9.469537235084487E-4     -0.003218766563367929    -58.34185143019526       -145.2022773470082       -2.800408868649372E-4
0.7735                    0                        9.437293607738165E-4     -0.003229954259423905    -58.19664915285726       -145.2022773470082       -2.7934391593371476E-4
0.7745                    0                        9.404938242825467E-4     -0.003241114076642608    -58.05144687551499       -145.2022773470082       -2.7864694500247185E-4
0.7755                    0                        9.372471419134771E-4     -0.0032522460150240795   -57.90624459816256       -145.2022773470082       -2.779499740711802E-4
0.7765                    0                        9.339893415454442E-4     -0.0032633500745683493   -57.761042320826185      -145.2022773470082       -2.772530031399656E-4
0.7775                    0                        9.307204510572859E-4     -0.00327442625527529     -57.615840043488355      -145.2022773470082       -2.7655603220874404E-4
0.7785                    0                        9.274404983278394E-4     -0.003285474557145027    -57.47063776611237       -145.2022773470082       -2.758590612773393E-4
0.7795                    0                        9.241495112359417E-4     -0.0032964949801774957   -57.32543548879362       -145.2022773470082       -2.751620903462093E-4
0.7805                    0                        9.208475177004301E-4     -0.0033074872843727077   -57.17523321132659       -155.20227732990227      -2.7444111941436755E-4
0.7815                    0                        9.17534546560142E-4      -0.003318450029730662    -57.020030934020916      -155.20227732990227      -2.7369614848330034E-4
0.7825                    0                        9.142106275739146E-4     -0.0033293829762513737   -56.86482865669717       -155.20227732990227      -2.7295117755214633E-4
0.7835                    0                        9.108757905405849E-4     -0.0033402861239348377   -56.70962637938232       -155.20227732990227      -2.7220620662103505E-4
0.7845                    0                        9.075300652589906E-4     -0.003351159472781069    -56.55442410206689       -155.20227732990227      -2.71461235689921E-4
0.7855                    0                        9.041734815279686E-4     -0.0033620030227900256   -56.39922182474358       -155.20227732990227      -2.707162647587691E-4
0.7865                    0                        9.008060691463563E-4     -0.0033728167739617634   -56.24401954740119       -155.20227732990227      -2.699712938275256E-4
0.7875                    0                        8.974278579129908E-4     -0.0033836007262962407   -56.0888172700958        -155.20227732990227      -2.6922632289645975E-4
0.7885                    0                        8.940388776267096E-4     -0.0033943548797934838   -55.93361499273259       -155.20227732990227      -2.684813519651164E-4
0.7895                    0                        8.906391580863496E-4     -0.0034050792344534693   -55.77841271546768       -155.20227732990227      -2.677363810342448E-4
0.7905                    0                        8.872287291307483E-4     -0.003415773550276211    -55.6182104380568        -165.20227736179416      -2.669674101026726E-4
0.7915                    0                        8.838076215187431E-4     -0.003426436387261711    -55.453008160772         -165.20227736179416      -2.6617443917170556E-4
0.7925                    0                        8.803758669291707E-4     -0.0034370675054099346   -55.28780588335825       -165.20227736179416      -2.6538146824011956E-4
0.7935                    0                        8.769334970808689E-4     -0.0034476669047209044   -55.12260360602727       -165.20227736179416      -2.645884973089308E-4
0.7945                    0                        8.734805436926747E-4     -0.003458234585194635    -54.957401328668965      -165.20227736179416      -2.63795526377611E-4
0.7955                    0                        8.700170384834253E-4     -0.003468770546831112    -54.792199051318825      -165.20227736179416      -2.630025554463303E-4
0.7965                    0                        8.665430131719581E-4     -0.003479274789630337    -54.626996773951916      -165.20227736179416      -2.6220958451496915E-4
0.7975                    0                        8.630584994771104E-4     -0.0034897473135923084   -54.46179449662173       -165.20227736179416      -2.614166135837842E-4
0.7985                    0                        8.595635291177192E-4     -0.0035001881187170392   -54.296592219262045      -165.20227736179416      -2.6062364265245775E-4
0.7995                    0                        8.56058133812622E-4      -0.003510597205004514    -54.131389941904104      -165.20227736179416      -2.598306717211396E-4
0.8005                    0                        8.52542345320656E-4      -0.0035209743324547274   -53.96118766452161       -175.20227735401411      -2.5901370078970366E-4
0.8015                    0                        8.490161963206584E-4     -0.0035313180610676937   -53.78598538717413       -175.20227735401411      -2.5817272985843577E-4
0.8025                    0                        8.454797204114663E-4     -0.0035416281508434      -53.610783109789935      -175.20227735401411      -2.5733175892699164E-4
0.8035                    0                        8.419329512319172E-4     -0.00355190460178184     -53.43558083242424       -175.20227735401411      -2.564907879956363E-4
0.8045                    0                        8.383759224208484E-4     -0.0035621474138830406   -53.260378555066936      -175.20227735401411      -2.5564981706432125E-4
0.8055                    0                        8.34808667617097E-4      -0.0035723565871469735   -53.08517627770934       -175.20227735401411      -2.548088461330048E-4
0.8065                    0                        8.312312204595001E-4     -0.003582532121573668    -52.9099740003448        -175.20227735401411      -2.53967875201655E-4
0.8075                    0                        8.276436145868955E-4     -0.003592674017163123    -52.734771722978245      -175.20227735401411      -2.531269042702955E-4
0.8085                    0                        8.240458836381197E-4     -0.003602782273915298    -52.55956944563135       -175.20227735401411      -2.522859333390304E-4
0.8095                    0                        8.204380612520105E-4     -0.0036128568918302466   -52.38436716828444       -175.20227735401411      -2.5144496240776527E-4
0.8105                    0                        8.168201811074049E-4     -0.003622897630907916    -52.20416489078001       -185.2022773724353       -2.5057999147574397E-4
0.8115                    0                        8.131922778031404E-4     -0.003632903051148307    -52.018962613412924      -185.2022773724353       -2.4969102054438197E-4
0.8125                    0                        8.095543868580541E-4     -0.0036428729125514737   -51.83376033606449       -185.2022773724353       -2.488020496131095E-4
0.8135                    0                        8.059065438309832E-4     -0.003652807215117378    -51.64855805868827       -185.2022773724353       -2.4791307868170367E-4
0.8145                    0                        8.022487842807651E-4     -0.0036627059588460057   -51.463355781325276      -185.2022773724353       -2.470241077503613E-4
0.8155                    0                        7.985811437662369E-4     -0.003672569143737398    -51.27815350396167       -185.2022773724353       -2.4613513681901594E-4
0.8165                    0                        7.949036578462359E-4     -0.0036823967697915427   -51.09295122659546       -185.2022773724353       -2.452461658876581E-4
0.8175                    0                        7.912163620795997E-4     -0.0036921888370084234   -50.9077489492278        -185.2022773724353       -2.443571949562934E-4
0.8185                    0                        7.87519292025165E-4      -0.0037019453453880366   -50.7225466718428        -185.2022773724353       -2.4346822402484538E-4
0.8195                    0                        7.838124832417692E-4     -0.0037116662949303993   -50.53734439447572       -185.2022773724353       -2.4257925309348338E-4
0.8205                    0                        7.800959713282499E-4     -0.00372135144563552     -50.34714211718991       -195.2022773510365       -2.4166628216251154E-4
0.8215                    0                        7.763697928034438E-4     -0.003730999357503401    -50.15193983984313       -195.2022773510365       -2.4072931123124698E-4
0.8225                    0                        7.726339851061888E-4     -0.0037406097905340117   -49.95673756247828       -195.2022773510365       -2.397923402998957E-4
0.8235                    0                        7.688885857153217E-4     -0.003750182744727373    -49.76153528511336       -195.2022773510365       -2.3885536936854405E-4
0.8245                    0                        7.651336321096798E-4     -0.0037597182200834922   -49.56633300775219       -195.2022773510365       -2.3791839843721047E-4
0.8255                    0                        7.613691617681005E-4     -0.0037692162166023547   -49.37113073039529       -195.2022773510365       -2.3698142750589737E-4
0.8265                    0                        7.575952121694208E-4     -0.003778676734283976    -49.17592845303637       -195.2022773510365       -2.360444565745745E-4
0.8275                    0                        7.538118207924783E-4     -0.0037880997731283257   -48.98072617567051       -195.2022773510365       -2.3510748564321837E-4
0.8285                    0                        7.500190251161099E-4     -0.003797485333135428    -48.78552389834281       -195.2022773510365       -2.3417051471204544E-4
0.8295                    0                        7.462168626191531E-4     -0.003806833414305283    -48.590321620978685      -195.2022773510365       -2.3323354378069762E-4
0.8305                    0                        7.424053708204451E-4     -0.003816143776637889    -48.39011934367848       -205.2022773734545       -2.3227257284965665E-4
0.8315                    0                        7.385845881588231E-4     -0.0038254149801332394   -48.18491706629822       -205.2022773734545       -2.312876019182314E-4
0.8325                    0                        7.347545539931245E-4     -0.0038346467847913436   -47.979714788937045      -205.2022773734545       -2.3030263098689776E-4
0.8335                    0                        7.309153077221861E-4     -0.003843839190612197    -47.774512511575864      -205.2022773734545       -2.293176600555641E-4
0.8345                    0                        7.270668887448457E-4     -0.0038529921975958012   -47.56931023421382       -205.2022773734545       -2.2833268912422628E-4
0.8355                    0                        7.232093364599404E-4     -0.0038621058057421408   -47.36410795684195       -205.2022773734545       -2.2734771819284127E-4
0.8365                    0                        7.193426902663072E-4     -0.0038711800150512178   -47.158905679481926      -205.2022773734545       -2.263627472615132E-4
0.8375                    0                        7.154669895627836E-4     -0.0038802148255230574   -46.95370340211092       -205.2022773734545       -2.2537777633013236E-4
0.8385                    0                        7.115822737482067E-4     -0.0038892102371576413   -46.748501124749744      -205.2022773734545       -2.243928053987987E-4
0.8395                    0                        7.076885822214141E-4     -0.003898166249954964    -46.54329884742557       -205.2022773734545       -2.2340783446764267E-4
0.8405                    0                        7.037859544212425E-4     -0.003907082623915037    -46.333096570035224      -215.20227736108552      -2.22398863536169E-4
0.8415                    0                        6.998744307065298E-4     -0.00391595791903786     -46.117894292700996      -215.20227736108552      -2.2136589260496472E-4
0.8425                    0                        6.959540523561126E-4     -0.003924791895323431    -45.90269201533005       -215.20227736108552      -2.2033292167358416E-4
0.8435                    0                        6.920248606888287E-4     -0.00393358455277174     -45.687489737977096      -215.20227736108552      -2.1929995074229E-4
0.8445                    0                        6.88086897023515E-4      -0.003942335891382814    -45.4722874606133        -215.20227736108552      -2.182669798109438E-4
0.8455                    0                        6.841402026790087E-4     -0.003951045911156625    -45.25708518325103       -215.20227736108552      -2.1723400887960488E-4
0.8465                    0                        6.801848189741473E-4     -0.003959714612093188    -45.04188290589165       -215.20227736108552      -2.1620103794827984E-4
0.8475                    0                        6.762207872277682E-4     -0.003968341994192489    -44.82668062854903       -215.20227736108552      -2.151680670170353E-4
0.8485                    0                        6.722481487587081E-4     -0.003976928057454534    -44.61147835117808       -215.20227736108552      -2.1413509608565474E-4
0.8495                    0                        6.682669448858048E-4     -0.003985472801879336    -44.39627607382448       -215.20227736108552      -2.1310212515435745E-4
0.8505                    0                        6.642772169678952E-4     -0.003993975987466883    -44.1760737964631        -225.20227736810844      -2.1204515422302284E-4
0.8515                    0                        6.602790072838167E-4     -0.004002436174217178    -43.95087151908701       -225.20227736810844      -2.109641832916176E-4
0.8525                    0                        6.562723590324066E-4     -0.004010853122130222    -43.72566924173044       -225.20227736810844      -2.0988321236030603E-4
0.8535                    0                        6.522573154525021E-4     -0.004019226831206012    -43.500466964373786      -225.20227736810844      -2.088022414289941E-4
0.8545                    0                        6.482339197829404E-4     -0.00402755730144454     -43.275264686997474      -225.20227736810844      -2.0772127049758783E-4
0.8555                    0                        6.442022152625586E-4     -0.004035844532845821    -43.05006240962601       -225.20227736810844      -2.0664029956620478E-4
0.8565                    0                        6.401622451301944E-4     -0.004044088525409839    -42.8248601322661        -225.20227736810844      -2.0555932863487725E-4
0.8575                    0                        6.361140526246848E-4     -0.004052289279136596    -42.599657854889436      -225.20227736810844      -2.0447835770346924E-4
0.8585                    0                        6.320576809848669E-4     -0.0040604467940261076   -42.374455577515654      -225.20227736810844      -2.033973867720751E-4
0.8595                    0                        6.279931734495784E-4     -0.004068561070078367    -42.14925330013956       -225.20227736810844      -2.0231641584066986E-4
0.8605                    0                        6.23920573297656E-4      -0.004076631867293371    -41.91905102278634       -235.20227735884808      -2.012114449093744E-4
0.8615                    0                        6.198399247279374E-4     -0.004084657745671115    -41.68384874543112       -235.20227735884808      -2.0008247397806933E-4
0.8625                    0                        6.157512728592596E-4     -0.004092638465211613    -41.44864646805798       -235.20227735884808      -1.9895350304667826E-4
0.8635                    0                        6.1165466285046E-4       -0.004100574025914851    -41.21344419070345       -235.20227735884808      -1.978245321153765E-4
0.8645                    0                        6.075501398603757E-4     -0.004108464427780838    -40.97824191334552       -235.20227735884808      -1.9669556118405846E-4
0.8655                    0                        6.034377490478439E-4     -0.004116309670809573    -40.74303963598771       -235.20227735884808      -1.9556659025274093E-4
0.8665                    0                        5.993175355717021E-4     -0.004124109755001056    -40.507837358629594      -235.20227735884808      -1.9443761932142202E-4
0.8675                    0                        5.951895445907876E-4     -0.004131864680355288    -40.27263508128363       -235.20227735884808      -1.9330864839016139E-4
0.8685                    0                        5.910538212639373E-4     -0.004139574446872268    -40.03743280391165       -235.20227735884808      -1.9217967745877585E-4
0.8695                    0                        5.869104107499888E-4     -0.0041472390545520006   -39.80223052655585       -235.20227735884808      -1.9105070652746805E-4
0.8705                    0                        5.827593582477792E-4     -0.004154858263394472    -39.562028249199216      -245.20227735713726      -1.8989773559615621E-4
0.8715                    0                        5.786007098761455E-4     -0.004162430633399689    -39.31682597184811       -245.20227735713726      -1.887207646648709E-4
0.8725                    0                        5.744345126739254E-4     -0.0041699559245676554   -39.071623694497866      -245.20227735713726      -1.875437937335897E-4
0.8735                    0                        5.70260813719956E-4      -0.004177434136898371    -38.82642141712905       -245.20227735713726      -1.8636682280221938E-4
0.8745                    0                        5.660796600930744E-4     -0.004184865270391837    -38.58121913976847       -245.20227735713726      -1.851898518708886E-4
0.8755                    0                        5.618910988721185E-4     -0.004192249325048047    -38.336016862408975      -245.20227735713726      -1.8401288093956305E-4
0.8765                    0                        5.576951771359246E-4     -0.004199586300866986    -38.090814585050346      -245.20227735713726      -1.8283591000824162E-4
0.8775                    0                        5.534919419633303E-4     -0.004206876197848694    -37.84561230768999       -245.20227735713726      -1.816589390769119E-4
0.8785                    0                        5.492814404331729E-4     -0.004214119015993155    -37.60041003032211       -245.20227735713726      -1.8048196814554607E-4
0.8795                    0                        5.450637196242897E-4     -0.004221314755300348    -37.35520775297158       -245.20227735713726      -1.7930499721426353E-4
0.8805                    0                        5.408388266555179E-4     -0.004228463175770301    -37.105005475689595      -255.20227735172566      -1.7810402628331003E-4
0.8815                    0                        5.366068095656948E-4     -0.004235562837403007    -36.84980319834462       -255.20227735172566      -1.7687905535205412E-4
0.8825                    0                        5.323677173136576E-4     -0.004242613500198465    -36.594600921000215      -255.20227735172566      -1.75654084420801E-4
0.8835                    0                        5.281215988982437E-4     -0.004249615164156669    -36.339398643655706      -255.20227735172566      -1.7442911348954736E-4
0.8845                    0                        5.238685033182901E-4     -0.004256567829277612    -36.08419636629638       -255.20227735172566      -1.732041425582226E-4
0.8855                    0                        5.196084795726342E-4     -0.0042634714955613355   -35.828994088941286      -255.20227735172566      -1.7197917162691814E-4
0.8865                    0                        5.153415766601131E-4     -0.004270326163007784    -35.573791811593125      -255.20227735172566      -1.7075420069564696E-4
0.8875                    0                        5.110678435795644E-4     -0.0042771318316169845   -35.31858953423918       -255.20227735172566      -1.6952922976434803E-4
0.8885                    0                        5.06787329329825E-4      -0.004283888501388926    -35.06338725687657       -255.20227735172566      -1.683042588330075E-4
0.8895                    0                        5.025000829097322E-4     -0.0042905961723236265   -34.8081849795313        -255.20227735172566      -1.670792879017502E-4
0.8905                    0                        4.982061533581234E-4     -0.004297254604421074    -34.54798270223434       -265.2022773534195       -1.6583031697072482E-4
0.8915                    0                        4.939055906338358E-4     -0.004303862357681283    -34.28278042487786       -265.2022773534195       -1.645573460394137E-4
0.8925                    0                        4.895984456157066E-4     -0.004310419192104232    -34.01757814752195       -265.2022773534195       -1.6328437510810536E-4
0.8935                    0                        4.852847692225731E-4     -0.004316925107689931    -33.752375870165764      -265.2022773534195       -1.6201140417679562E-4
0.8945                    0                        4.8096461237327244E-4    -0.004323380104438381    -33.48717359281564       -265.2022773534195       -1.6073843324551502E-4
0.8955                    0                        4.766380259866421E-4     -0.0043297841823495735   -33.221971315462625      -265.2022773534195       -1.5946546231422056E-4
0.8965                    0                        4.723050609815191E-4     -0.004336137341423504    -32.95676903810527       -265.2022773534195       -1.5819249138290526E-4
0.8975                    0                        4.679657682767408E-4     -0.004342439581660204    -32.69156676075775       -265.2022773534195       -1.5691952045163716E-4
0.8985                    0                        4.6362019879114444E-4    -0.00434869090305965     -32.42636448340156       -265.2022773534195       -1.5564654952032742E-4
0.8995                    0                        4.592684034435672E-4     -0.004354891305621831    -32.16116220604536       -265.2022773534195       -1.543735785890177E-4
0.9005                    0                        4.549104331928465E-4     -0.0043610405493467695   -31.89095992874037       -275.20227734415914      -1.5307660765795372E-4
0.9015                    0                        4.5054633991781944E-4    -0.004367137194234457    -31.615757651391462      -275.20227734415914      -1.5175563672667898E-4
0.9025                    0                        4.4617617641732335E-4    -0.0043731810002849035   -31.340555374052382      -275.20227734415914      -1.504346657954514E-4
0.9035                    0                        4.417999955301953E-4     -0.004379171967498098    -31.065353096703838      -275.20227734415914      -1.4911369486417838E-4
0.9045                    0                        4.374178500952729E-4     -0.0043851100958740485   -30.79015081935688       -275.20227734415914      -1.47792723932913E-4
0.9055                    0                        4.3302979295139305E-4    -0.004390995385412726    -30.514948542009417      -275.20227734415914      -1.4647175300164518E-4
0.9065                    0                        4.286358769373932E-4     -0.004396827836114173    -30.239746264661957      -275.20227734415914      -1.4515078207037735E-4
0.9075                    0                        4.2423615489211046E-4    -0.004402607447978368    -29.96454398732664       -275.20227734415914      -1.4382981113916782E-4
0.9085                    0                        4.198306796543822E-4     -0.0044083342210053      -29.68934170998727       -275.20227734415914      -1.4250884020793885E-4
0.9095                    0                        4.1541950406304563E-4    -0.00441400815519499     -29.41413943262015       -275.20227734415914      -1.4118786927657667E-4
0.9105                    0                        4.11002680996938E-4      -0.004419629010547432    -29.13393715529151       -285.2022773473333       -1.398428983453992E-4
0.9115                    0                        4.065802642548965E-4     -0.004425195347062625    -28.848734877962322      -285.2022773473333       -1.384739274142191E-4
0.9125                    0                        4.0215230855575844E-4    -0.00443070692474057     -28.563532600614774      -285.2022773473333       -1.3710495648295087E-4
